施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
企業主導型保育園,埼玉県,加須市,ぶなの木保育園,埼玉県加須市間口1120-1,,株式会社キャステック,株式会社キッズコーポレーション,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,19,19,100%,07:30～18:30,月 火 水 木 金,https://bunanoki-hoikuen.com,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,加須市,ラビット保育園”加須豊野台”,埼玉県加須市豊野台一丁目４７１−６,,カンダホールディングス株式会社,株式会社キッズコーポレーション,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,3,25%,08:30～19:30（延長08:30～21:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,加須市,加須市立三俣幼稚園,埼玉県加須市北小浜８６７－１,347-0011,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立不動岡幼稚園,埼玉県加須市不動岡７９８番地,347-0054,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立加須幼稚園,埼玉県加須市東栄１丁目４番３号,347-0064,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立北川辺幼稚園,埼玉県加須市向古河２０２５－１,349-1205,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立大桑幼稚園,埼玉県加須市南大桑３３８８の１,347-0015,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立大越幼稚園,埼玉県加須市大越２１６３番地,347-0001,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立志多見幼稚園,埼玉県加須市志多見６３９番地,347-0042,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立樋遺川幼稚園,埼玉県加須市下樋遣川４２７,347-0005,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立水深幼稚園,埼玉県加須市大室１６５,347-0027,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立礼羽幼稚園,埼玉県加須市馬内６２２,347-0043,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立花崎北幼稚園,埼玉県加須市花崎北３丁目１８番地の１,347-0016,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立騎西中央幼稚園,埼玉県加須市騎西５２－３,347-0105,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,加須市立騎西南幼稚園,埼玉県加須市中種足１２１６－１,347-0114,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,加須市,花咲幼稚園,埼玉県加須市大室２５５－１,347-0027,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,いしと幼稚園,埼玉県北本市荒井３丁目５７番地,364-0026,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,北本みなみ幼稚園,埼玉県北本市緑３－３０４,364-0032,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,北本中央幼稚園,埼玉県北本市下石戸１－４４９,364-0028,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,幼稚園型認定こども園きたもと幼稚園,埼玉県北本市宮内７丁目７１番地,364-0002,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,幼稚園型認定こども園せきね幼稚園,埼玉県北本市本町５丁目３４番地,364-0033,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,幼稚園型認定こども園ふじ幼稚園,埼玉県北本市宮内２－７７,364-0002,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北本市,森の詩幼稚園,埼玉県北本市深井５丁目１００番地,364-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,北葛飾郡杉戸町,プレナスフーズ CENTOS おひさまてらす,埼玉県北葛飾郡杉戸町深輪422-1,,株式会社プレナスフーズ,株式会社テノ．コーポレーション,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,15,8,53.33%,08:30～18:30（延長08:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,北葛飾郡杉戸町,杉戸町立すぎと幼稚園,埼玉県北葛飾郡杉戸町大字清地１７６８－３,345-0025,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北葛飾郡杉戸町,杉戸町立中央幼稚園,埼玉県北葛飾郡杉戸町杉戸２１９９,345-0036,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北葛飾郡杉戸町,杉戸町立西幼稚園,埼玉県北葛飾郡杉戸町高野台南１－１３－１,345-0046,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北葛飾郡杉戸町,杉戸白百合幼稚園,埼玉県北葛飾郡杉戸町下高野５７２－５,345-0043,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北葛飾郡松伏町,たから幼稚園,埼玉県北葛飾郡松伏町上赤岩１２００,343-0115,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,北足立郡伊奈町,しろがね小室保育園,埼玉県北足立郡伊奈町栄4丁目209-2,,内村学園,,,2.「住宅地型」駅等近接以外の住宅地に設置,9,8,88.89%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,北足立郡伊奈町,伊奈はなぞの幼稚園,埼玉県北足立郡伊奈町大針２３６－２,362-0803,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北足立郡伊奈町,伊奈栄幼稚園,埼玉県北足立郡伊奈町小室２２０１,362-0806,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,北足立郡伊奈町,認定こども園しろがね小室幼稚園,埼玉県北足立郡伊奈町小室３２３０,362-0806,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,南埼玉郡宮代町,Solaie Kids東武動物公園,埼玉県南埼玉郡宮代町百間2-1-33,,東武鉄道株式会社,株式会社ＷＩＴＨ,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,8,66.67%,07:00～20:00（延長00:00～00:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,南埼玉郡宮代町,姫宮成就院幼稚園,埼玉県南埼玉郡宮代町宮東９２２－１,345-0803,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,南埼玉郡宮代町,宝光寺幼稚園,埼玉県南埼玉郡宮代町西粂原１５９３－２,345-0833,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,南埼玉郡宮代町,宮代幼稚園,埼玉県南埼玉郡宮代町道仏３－７－１,345-0811,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,南埼玉郡宮代町,宮代須賀幼稚園,埼玉県南埼玉郡宮代町須賀９７３－１,345-0831,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,吉川市,リトルベアー保育園,埼玉県吉川市木売2‐7‐9 渡辺ビル1階,,キッズベアー株式会社,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,29,17,58.62%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,吉川市,社会福祉法人千歳会 カトレア保育園,埼玉県吉川市木売2-19-12 アズコム吉川102号,,社会福祉法人千歳会,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,10,83.33%,07:30～18:30（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,吉川市,ワカマツ幼稚園,埼玉県吉川市鹿見塚１３１－２,342-0021,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,吉川市,吉川あさひ幼稚園,埼玉県吉川市上内川８８８－２,342-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,吉川市,吉川ムサシノ幼稚園,埼玉県吉川市美南５－２５－１,342-0038,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,吉川市,延命寺幼稚園,埼玉県吉川市大字吉川１５４１,342-0055,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,吉川市,茂幼稚園,埼玉県吉川市吉川５６４－１,342-0055,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,吉川市,認定こども園吉川幼稚園,埼玉県吉川市保７８０－１３,342-0041,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,和光市,わいわいがーでん,埼玉県和光市本町8-9,,ホンダ開発株式会社,ピジョンハーツ株式会社,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,40,30,75%,08:00～19:00（延長07:00～19:30）,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,和光市,ココカラデザイン保育園ゆめの葉園,埼玉県和光市本町17-2 和光岡田ビル１０２,,株式会社ココカラデザイン,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,18,94.74%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,和光市,やまと幼稚園,埼玉県和光市白子３－１２－１,351-0101,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,和光市,大和すみれ幼稚園,埼玉県和光市南１－２－２,351-0104,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,和光市,幼稚園型認定こども園小羊幼稚園,埼玉県和光市本町１５－１６,351-0114,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,和光市,新倉幼稚園,埼玉県和光市下新倉２－４５－５,351-0111,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,坂戸市,ママスクエアＤＰＬさかど保育園,埼玉県坂戸市西インター 1−2−1 DPL坂戸1階,,株式会社ママスクエアＢａｂｙ＆Ｋｉｄｓ,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,37,12,32.43%,08:00～19:00（延長08:00～20:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,坂戸市,かなやま幼稚園,埼玉県坂戸市中小坂５１９－２,350-0206,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,かぴら幼稚園,埼玉県坂戸市西坂戸３－３０－１,350-0247,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,入西幼稚園,埼玉県坂戸市堀込７６－５,350-0263,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,坂戸あずま幼稚園,埼玉県坂戸市清水町１３－１４,350-0222,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,坂戸ひまわり幼稚園,埼玉県坂戸市関間１－１０－１７,350-0215,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,坂戸富士見幼稚園,埼玉県坂戸市八幡２丁目７－３,350-0223,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,坂戸幼稚園,埼玉県坂戸市日の出町１２－４,350-0225,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,坂戸市,大家幼稚園,埼玉県坂戸市森戸５１４,350-0244,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,大里郡寄居町,花ぞの保育園なないろ,埼玉県大里郡寄居町大字用土2447,,社会福祉法人大里ふくしむら,株式会社日本デイケアセンター,,7.「その他」1～6以外で設置,24,14,58.33%,08:00～19:00（延長07:00～20:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,大里郡寄居町,寄居若竹幼稚園,埼玉県大里郡寄居町大字露梨子４１４－１,369-1222,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,富士見市,こぶしの里保育所,埼玉県富士見市上南畑2836 特別養護老人ホームこぶしの里 1ｆ,,社会福祉法人相愛福祉会,株式会社ユア,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,11,91.67%,08:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,富士見市,ニチイキッズみずほ台駅前保育園,埼玉県富士見市東みずほ台1-4-10 フォンテーヌ・デ・アイラ2階B区画,,株式会社ニチイ学館,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,18,16,88.89%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,富士見市,都市型保育園ポポラー埼玉ふじみ野園,埼玉県富士見市ふじみ野東1-12-5 ヴァンヴェール,,株式会社タスク・フォース,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,35,33,94.29%,07:30～20:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,富士見市,幼保連携型認定こども園谷津幼稚園,埼玉県富士見市鶴瀬東２－１３－１７,354-0024,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,富士見市,認定こども園　南畑幼稚園・なんばた保育園,埼玉県富士見市下南畑３４７４－１,354-0004,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,富士見市,認定こども園きたはら幼稚園・ナーサリーＫＩＴＡＨＡＲＡ,埼玉県富士見市山室２－５－１７,354-0022,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,富士見市,すわ幼稚園,埼玉県富士見市諏訪２－１５－１９,354-0023,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,富士見市,ほんごう幼稚園,埼玉県富士見市水子７９３－２,354-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,富士見市,みずたに幼稚園,埼玉県富士見市水子５１１７－３,354-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,富士見市,富士見みずほ幼稚園,埼玉県富士見市水子字前沼３５９５－１,354-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,富士見市,富士見台幼稚園,埼玉県富士見市鶴馬３５１３,354-0021,,,私立,,,,,,,,文部科学省_学校コード一覧
